row,col,ToT_mean_200mV,ToT_mean_300mV,ToT_mean_400mV,ToT_mean_500mV,ToT_mean_600mV,ToT_mean_700mV,ToT_mean_800mV,ToT_mean_900mV,ToT_mean_1000mV
0,0,35.493547379825614,98.98528663610007,140.74017115989616,163.1025712940132,176.6939676765607,186.45226668322243,194.02782889905234,200.1219756308414,205.38238526685905
0,1,31.329908076254608,92.04827686280449,136.41756642194028,160.9120097513927,175.33377410979932,185.26350176917597,193.06835444630207,198.98250705929215,204.14822885363867
0,2,41.73893312249279,99.59183770846083,134.29098281679708,152.2484537427097,164.9267510465597,173.51072608024123,180.03314830511394,185.14525524425252,189.31377036586122
0,3,45.39200632902704,106.59869804327488,141.4626868446409,159.49400660930155,171.60256922954295,179.8184558320478,186.7578902054902,191.7310208401991,195.73504640961977
0,4,40.78394599281256,112.8313122711831,158.5810479426276,182.40662296284432,197.39968993120505,208.29197971966255,216.219991341035,222.82211626744902,228.14611072541564
0,5,31.66397253523451,98.89652917678504,142.6574303579667,167.27309866260057,182.6957192521225,193.69821706656154,202.581461912453,209.18527718212874,214.74190178541767
0,6,37.16082152405367,149.2147162366701,206.6451974076486,235.16975365645834,254.15791639696485,267.74976881816457,278.81770865697746,288.2340770688867,296.24836200033565
0,7,29.222178824189292,89.1132060119273,131.56785185773376,155.7264580417249,170.65054628421817,181.19391090316012,189.26923893233925,195.6302644469431,201.12490700310852
0,8,39.67843161262422,88.98588313676522,118.27223377645052,133.64498239540643,143.47722626186172,150.37699751001378,155.84016404197817,160.20043231246396,163.9585032187156
0,9,27.98610333926508,103.35550807743783,149.36410406327008,171.61981144211626,185.68242274425154,195.87238759274794,203.79284154381816,210.2727066012998,215.7742587291279
0,10,58.80724176237417,141.25982724760263,184.11091986129173,206.19219412949136,220.06433337477517,230.35686827464605,238.5703732628241,245.20228328335594,250.86513573471763
0,11,20.364501756719523,83.82584393756306,129.15339435078008,156.68945785764345,173.85204641863174,186.02184213436638,195.12588015217034,202.63437103686138,208.91093465170917
0,12,23.88646461142888,91.44070841271665,141.38833882218498,169.52249247277192,185.83494024230865,196.9042628132891,205.28707955026894,211.85802970178577,217.5418769425775
0,13,49.64641067781785,104.29991073191492,133.14681192391987,148.0746493391803,157.64456245778402,164.71222984162966,170.23136725584368,174.57225276377704,178.28408731100393
0,14,15.609916194059856,129.3410188983521,214.10366327422705,265.365345153414,296.86511265002105,317.92825947824207,334.31696540282474,347.1058090196574,357.6900022192844
0,15,35.33544107270115,112.52826306972311,162.90709473466927,189.06437518086554,205.36984816123706,216.57682934945765,225.38421678369528,232.41496263600794,238.24712994448052
1,0,27.713103545453304,77.64218227161862,111.76448208372149,130.84582978882736,142.7813211709485,150.7827597739336,157.35139342869275,162.39996997668325,166.74291350944628
1,1,29.519152927722878,61.63479633978729,81.84641466948707,92.92726523832783,100.07856465505682,105.08310338959642,109.0496372470967,117.05564756536104,114.93331541162951
1,2,24.82096879865084,62.49746783786771,85.24405284733433,96.42411243836479,103.77674317859082,108.7697800535799,112.9818498667266,116.38796246796313,119.32108231724337
1,3,17.09172138847924,45.43172393222984,65.60570681705968,76.6080400502091,83.49798572431997,88.3017722726948,91.96167323566837,95.1236730485538,97.79728594441612
1,4,27.27548978673336,66.87275280112709,94.64908495031649,108.85500353637134,117.63075556093757,123.72652013085022,128.51771317912355,132.42945783283878,135.64290989359986
1,5,9.26560487706765,31.17635037838182,48.5319287100041,60.19911951666009,67.27041258950561,72.05675207348659,75.71300424344678,78.49813565314254,81.00448062737183
1,6,30.294887334390317,68.11145686509188,93.70905894842218,107.8205881686597,116.5711420659063,122.69177345661889,127.62042226809749,131.7321706010825,135.0896547879325
