row,col,ToT_mean_200mV,ToT_mean_300mV,ToT_mean_400mV,ToT_mean_500mV,ToT_mean_600mV,ToT_mean_700mV,ToT_mean_800mV,ToT_mean_900mV,ToT_mean_1000mV
4,3,22.725966394406072,74.36983367836996,111.93775456819371,131.0962099072181,142.1032574528736,149.43418151357017,155.4243363307165,159.95539277422884,163.8304850707246
4,4,15.929907336634429,50.355834230724305,75.71269549828496,89.86118474248366,98.35010997156304,104.36404145513447,108.94945154367112,112.61594734477548,115.72902322916265
4,5,20.372018824480225,53.22408307705264,79.064219555398,95.58294079016724,105.90067347164313,112.95994329754546,118.28756648877588,122.53098902944188,125.98832215222897
4,6,27.70793813473517,56.65414571276404,74.74066119308631,83.71155259335599,89.88205293312315,93.83082724205805,90.2989216480225,92.88641617795179,93.29532375792505
4,7,1.9872204954727157,3.7642769222566774,3.5723648875120597,17.545313252997204,17.738453274651242,16.802831653806408,16.764141609971407,16.157346333604305,3.056804105023012
4,8,26.952392247968003,63.866046638879254,86.98280190045715,97.80308769611223,104.35613863591213,109.10752457246323,112.82512092981797,115.80835716048693,118.40220840692666
4,9,30.46974177004318,69.79977684957005,95.73377177468528,108.25665288473063,116.43172481503237,122.57747943897286,127.03951330064851,130.27766494571816,133.30112865456007
4,10,20.435756100716965,58.219125342596634,85.5013978698296,99.38650059984671,-27.70370894870901,1.7542059857747865,100.36734976157057,98.11848148366572,3.560953447010139
4,11,28.989256212288215,66.88965537995976,92.26425207823357,105.39341070416539,113.38845692826467,119.21830930417417,123.71642481222891,127.3685718570222,130.59918063509113
4,12,27.097785965859103,66.6566285520351,94.63533183229048,109.36942066380999,118.35165947880984,124.57072325477613,129.41006852993164,133.2491297330814,136.543606492528
4,13,40.31260671349528,80.13913799287899,101.9017253881632,113.1696281741693,120.8325236937673,126.53616474261737,131.11656044537017,135.01338595160416,138.60452302981747
4,14,9.891392813251139,38.078781774817124,61.665748797137454,76.66836196093932,86.10852306381818,92.26327573277489,96.9296475719943,100.65708627410052,103.59234530003509
4,15,18.530109510421983,40.548831664836676,57.27365305635445,67.44810908895437,73.23184451905657,77.21281394972077,80.25712653266106,82.6962303315465,84.68963903661827
5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1,28.82335041156672,67.95409933725614,92.95845116827041,105.69793677036569,113.33477659039802,119.01203945101945,123.18956615397367,126.69885578242702,129.56010685668207
5,2,21.3325440291264,55.55038483964648,80.40548670710359,93.53399650507095,101.04012544471902,106.34145484267891,110.32240541773233,113.62188423246668,116.29869611740611
5,3,1.5110256403006137,3.6321699737436766,3.531799465149034,-252.84648961007812,13.936506042996825,18.071793102010318,-194.32530262652256,25.65039774012722,2.922797914293108
5,4,26.041505632115033,61.598302346696634,84.99462788700737,96.79567733794276,103.87909415364403,108.98189969816639,112.87415693479609,116.0777947353346,118.85369408989928
5,5,27.359015461534337,63.32989136002338,90.19712516557843,105.58323078147039,114.97786372471603,122.24115750310624,128.04160934478008,133.52270580333797,138.07648724079962
5,6,23.040822569139518,48.9175396888053,62.16238564677168,69.41730806505315,74.44109532721419,78.22619924018711,81.42351053810995,101.7570806898997,86.50859178050816
5,7,25.174236235444006,65.5490429815472,92.18987606699059,105.62923844346498,113.75490759683582,119.50626447128619,124.10150870588889,127.60887568322437,130.72148401247108
5,8,2.0718879192025037,99.02904397752009,103.2733933757122,99.44287529856895,14.97560437191948,16.963182723115814,14.174482693347755,2.473140550288745,11.254873467232713
5,9,39.65639694059334,78.85197185564883,99.93976996119845,110.55078743371082,117.63423599373115,122.78314427926931,126.90069113267847,130.4073884196427,133.48796347227258
5,10,-31.61367030604869,-29.335987771570274,-39.34758202750202,3.191652887152997,20.267862752861916,22.675251208637118,-35.6560546105699,-35.91567372246432,18.084814721882175
5,11,22.43130080067319,42.12974963130317,52.484614144206084,58.4227538020917,62.404411376737905,65.56739175017731,68.32136676955142,70.71282166014383,64.48892540527177
5,12,28.768533241218964,56.61118747556664,73.66428141068697,82.20773024455468,87.38141407823494,91.30603582239304,94.48361852949716,97.41683857655437,99.87888725927832
5,13,33.668913703352544,92.03991862386792,131.83663911314704,151.45784392506906,163.2959575902559,171.46930222431334,177.48765835679635,182.46065695714296,186.43524383633974
5,14,13.680233891255014,37.699067209679846,57.14287243433622,68.07390614559982,74.4741095950732,78.82207222897172,82.06676947078363,84.68793730974457,86.90178995347694
5,15,25.53707402962793,60.73539686759335,84.53244634148572,96.80658592226371,104.2599137148413,109.63313773965095,113.86528553163689,117.36521287129156,120.26472856461699
6,0,17.696099998132688,57.64516628568033,76.0649062736724,3.7033513063617485,77.75637185739677,3.4385686603511005,3.5876942396622464,79.62999029982136,10.988261661672666
6,1,34.20054057301411,71.62181422656475,92.92056863576408,103.77081548327074,110.68147636400862,115.78071990864275,119.94892825379758,122.43801157903576,-69.81975230781802
6,2,3.5300914422100185,22.6270319180363,13.188926897712633,16.365712103297167,19.53268296791975,25.57598287342378,15.515965518375497,19.63304140815495,20.87679121678478
6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4,19.662747147412954,54.496013224324315,75.67401903795302,-5.046072671245425,3.161964739039687,-62.67040986676283,-15.53594255934305,-53.65599377020584,-75.10628082186071
6,5,19.556593161579773,47.11292414470648,67.48576012731756,78.29874512939617,84.6548177905503,89.1907956140103,92.68108966555407,95.32514343550159,97.72523511218941
6,6,17.989130783513655,41.11581312067035,57.96320987442554,67.85233716096305,73.77124489831121,77.88125166313948,80.75210856591376,83.17405201677693,85.27071087290511
6,7,15.810038463590349,42.95879734893232,64.4512551308888,76.4849965632276,83.22260825310066,87.90514511295812,91.39525185919382,94.13379755462334,96.52093819701548
6,8,-2.345554441584773,-1.388297194393009,-50.075461687917276,-128.45487813609364,-4.502994159553907,-1.8076029147013957,-43.32002384973773,-129.5765794741805,-97.00342849505394
6,9,37.226812899912204,93.09237335071666,132.53012953182645,150.93046603730224,162.07928780092294,169.96690671214517,176.21026230006288,181.21587245455282,185.4062607467011
6,10,27.064639556590695,72.57802296811825,98.68229097629735,112.11871401356444,120.74843685761603,127.15910834597132,131.85270554292788,135.560455143388,138.9544071100376
6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,12,35.50693595551631,75.65977607462781,101.53548431557373,114.04351239994153,121.56128218415684,126.95847467381444,131.11300207984314,134.51479581579247,137.36780855909157
6,13,14.459417263052659,46.260487378489586,71.98627379963122,87.23703653463686,95.89302493971151,101.65653007871288,105.94007026578711,109.27896401018958,112.16394627242407
6,14,16.871437343916114,56.7810321085259,87.41274142326954,105.10830082456694,115.33860904218196,122.1295419598051,127.25879743615144,131.36161670416905,134.9098016605612
6,15,16.771715392492634,45.72827459233564,69.17236442850981,83.45664061710691,91.8747822232313,97.47986030240583,101.74473627711329,105.00673820163789,107.91903841531165
7,0,25.314611598561854,61.96788994958387,86.19627653913032,98.9616024338901,106.94251964939461,112.67288869577243,117.14727908421574,120.74790847180992,123.87143345709276
7,1,10.879575686449524,39.017448675929906,60.62353204264052,73.10847427301088,80.35807854248431,85.16277864509097,88.9564320120567,91.92080257012698,94.44663410303069
7,2,22.653108531816457,52.91615868107209,69.88804491104895,70.53019488767677,74.26885931407824,3.4962789486424377,3.6099743671368922,73.70451930649065,73.23302629250976
7,3,24.409461724136438,57.59289160798812,79.58907888555676,91.10712308324048,98.16881717012511,103.36783863645988,107.48040023811753,110.71255587067253,113.53877745886564
7,4,34.01141104377195,76.91370168775904,104.84141018157116,118.87601691378964,127.60603576762331,133.7837290856754,138.7116280450472,142.41951570490417,145.88373325222435
7,5,2.0531182927941987,3.2860752320319095,-201.6294393230255,15.98928091479782,-136.1055671941647,-3.289523038585615,18.23643717548397,13.042291836514195,13.811008502385107
7,6,34.8337368599994,71.24059718733011,91.53880321875381,101.65522169079888,107.98715679988497,112.51705679300757,116.37315542379719,0.0,0.0
7,7,1.716649102353837,55.23589359947149,-0.9994312163359518,-59.729453675835245,-59.39555480135087,-73.61794727220604,-10.566231269114374,-229.1630622989748,-169.437579715916
7,8,33.43843533643976,72.94288568072163,98.70282249166644,111.57920231987221,119.40758542000106,124.73433408837732,128.9482381205088,132.37924860625267,135.19004310736096
7,9,26.615818122116746,66.03922605927104,89.3308088785772,100.83124355108583,107.83354785047742,113.0338633345706,117.18454163538013,120.59788363555889,123.48818587237734
7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
